Lesson Code,Lesson Name,Teacher Name,Lesson Date,Lesson Hours,Lesson Credit
PA373.01,PHOTOGRAPHIC STUDIO&MULTIPLE IMAGING,NURİ ÖZER ERBAY,📅 ThThThTh,⏱️ 1234,3 Cr 6 ECTS
PA421.01,CERAMICS,SAKİNE ÇİL,📅 FFFF,⏱️ 1234,2 Cr 4 ECTS
PA425.01,SCULPTURE,NİLGÜN ÇAKMAK,📅 ThThThTh,⏱️ 5678,2 Cr 4 ECTS
PA427.01,CERAMICS,SAKİNE ÇİL,📅 FFFF,⏱️ 5678,2 Cr 4 ECTS
SPA101.01,ELEMENTARY SPANISH I,MONICA SOUTO GONZALEZ,📅 MMTTWW,⏱️ 121212,3 Cr 7 ECTS
SPA101.02,ELEMENTARY SPANISH I,MARIA JOSE GONZALEZ,📅 TTWWThTh,⏱️ 121212,3 Cr 7 ECTS
SPA101.03,ELEMENTARY SPANISH I,MARIA JOSE GONZALEZ,📅 TTWWThTh,⏱️ 343434,3 Cr 7 ECTS
SPA101.04,ELEMENTARY SPANISH I,MONTSERRAT MUNOZ,📅 TTWWThTh,⏱️ 565656,3 Cr 7 ECTS
SPA101.05,ELEMENTARY SPANISH I,MONTSERRAT MUNOZ,📅 TTWWThTh,⏱️ 787878,3 Cr 7 ECTS
SPA101.06,ELEMENTARY SPANISH I,DUYGU SEZER,📅 MMMFFF,⏱️ 91011123,3 Cr 7 ECTS
SPA101.07,ELEMENTARY SPANISH I,LUCIA PEREZ,📅 MMTTThTh,⏱️ 565656,3 Cr 7 ECTS
SPA102.01,ELEMENTARY SPANISH II,MONICA SOUTO GONZALEZ,📅 MMTTWW,⏱️ 343434,3 Cr 7 ECTS
SPA102.02,ELEMENTARY SPANISH II,LUZ MARIA RUIZ MARTINEZ,📅 MMTTThTh,⏱️ 343434,3 Cr 7 ECTS
SPA102.03,ELEMENTARY SPANISH II,MARIA FERNANDA GOMEZ RIVERA,📅 MMTTThTh,⏱️ 121212,3 Cr 7 ECTS
SPA102.04,ELEMENTARY SPANISH II,LUCIA PEREZ,📅 MMTTThTh,⏱️ 787878,3 Cr 7 ECTS
SPA201.01,PRE-INTERMEDIATE SPANISH I,LUZ MARIA RUIZ MARTINEZ,📅 MMTTThTh,⏱️ 121212,3 Cr 7 ECTS
SPA201.02,PRE-INTERMEDIATE SPANISH I,NICOLAS MENDEZ,📅 WWThThFF,⏱️ 565634,3 Cr 7 ECTS
SPA201.03,PRE-INTERMEDIATE SPANISH I,NICOLAS MENDEZ,📅 WWThThFF,⏱️ 787867,3 Cr 7 ECTS
SPA202.01,PRE-INTERMEDIATE SPANISH II,MARIA FERNANDA GOMEZ RIVERA,📅 MMTTThTh,⏱️ 343434,3 Cr 7 ECTS
SPA202.02,PRE-INTERMEDIATE SPANISH II,MERYEM ARIKAN,📅 TTThThFF,⏱️ 787856,3 Cr 7 ECTS
SPA301.01,INTERMEDIATE SPANISH I,CLAUDIA ZAMARRIPA KURAL,📅 MMTTWW,⏱️ 567856,3 Cr 7 ECTS
SPA301.02,INTERMEDIATE SPANISH I,CLAUDIA ZAMARRIPA KURAL,📅 MMTTWW,⏱️ 7891078,3 Cr 7 ECTS
SPA302.01,INTERMEDIATE SPANISH II,MERYEM ARIKAN,📅 TTThThFF,⏱️ 565634,3 Cr 7 ECTS
SPA411.01,TRANSLATION I,SİMGE ÇOBAN,📅 ThThTh,⏱️ 789,3 Cr 5 ECTS
CMPE140.01,INTRO.TO COMPUTING FOR EC.&MANAGEMEMT,BAHRİ ATAY ÖZGÖVDE,📅 WW,⏱️ 56,3 Cr 5 ECTS
CMPE140.01 LAB 1,INTRO.TO COMPUTING FOR EC.&MANAGEMEMT LAB,📅 FF,⏱️ 34,,
CMPE140.01 LAB 2,INTRO.TO COMPUTING FOR EC.&MANAGEMEMT LAB,📅 FF,⏱️ 78,,
CMPE140.01 P.S. 1,INTRO.TO COMPUTING FOR EC.&MANAGEMEMT P.S.,📅 F,⏱️ 2,,
CMPE140.01 P.S. 2,INTRO.TO COMPUTING FOR EC.&MANAGEMEMT P.S.,📅 F,⏱️ 6,,
CMPE150.01,INTRODUCTION TO COMPUTING,MURAT ÖZYURT,📅 T,⏱️ 7,3 Cr 5 ECTS
CMPE150.01 LAB 1,INTRODUCTION TO COMPUTING LAB,📅 WW,⏱️ 78,,
CMPE150.01 P.S. 1,INTRODUCTION TO COMPUTING P.S.,📅 TW,⏱️ 86,,
CMPE150.02,INTRODUCTION TO COMPUTING,MURAT ÖZYURT,📅 Th,⏱️ 6,3 Cr 5 ECTS
CMPE150.02 LAB 1,INTRODUCTION TO COMPUTING LAB,📅 ThTh,⏱️ 78,,
CMPE150.02 P.S. 1,INTRODUCTION TO COMPUTING P.S.,📅 TT,⏱️ 78,,
CMPE150.03,INTRODUCTION TO COMPUTING,MURAT ÖZYURT,📅 W,⏱️ 2,3 Cr 5 ECTS
CMPE150.03 LAB 1,INTRODUCTION TO COMPUTING LAB,📅 WW,⏱️ 34,,
CMPE150.03 P.S. 1,INTRODUCTION TO COMPUTING P.S.,📅 TT,⏱️ 78,,
CMPE150.04,INTRODUCTION TO COMPUTING,MURAT ÖZYURT,📅 W,⏱️ 5,3 Cr 5 ECTS
CMPE150.04 LAB 1,INTRODUCTION TO COMPUTING LAB,📅 WW,⏱️ 34,,
CMPE150.04 P.S. 1,INTRODUCTION TO COMPUTING P.S.,📅 TT,⏱️ 78,,
CMPE150.05,INTRODUCTION TO COMPUTING,EMRE UĞUR,📅 T,⏱️ 8,3 Cr 5 ECTS
CMPE150.05 LAB 1,INTRODUCTION TO COMPUTING LAB,📅 FF,⏱️ 12,,
CMPE150.05 P.S. 1,INTRODUCTION TO COMPUTING P.S.,📅 MM,⏱️ 12,,
CMPE150.06,INTRODUCTION TO COMPUTING,EMRE UĞUR,📅 M,⏱️ 2,3 Cr 5 ECTS
CMPE150.06 LAB 1,INTRODUCTION TO COMPUTING LAB,📅 FF,⏱️ 45,,
CMPE150.06 P.S. 1,INTRODUCTION TO COMPUTING P.S.,📅 MT,⏱️ 18,,
CMPE210.01,FUNDAMENTALS OF OBJECT ORIENTED PROG.,SADIK FİKRET GÜRGEN,📅 MWW,⏱️ 545,4 Cr 5 ECTS
CMPE220.01,DISCRETE COMPUTATIONAL STRUCTURES,HÜSEYİN BİRKAN YILMAZ,📅 WWTh,⏱️ 788,3 Cr 5 ECTS
CMPE250.01,DATA STRUCTURES & ALGORITHMS,ÖZLEM DURMAZ İNCEL,📅 WFF,⏱️ 634,4 Cr 6 ECTS
CMPE250.01 P.S. 1,DATA STRUCTURES & ALGORITHMS P.S.,📅 MM,⏱️ 78,,
CMPE300.01,ANALYSIS OF ALGORITHMS,TUNGA GÜNGÖR,📅 TWW,⏱️ 423,3 Cr 5 ECTS
CMPE322.01,OPERATING SYSTEMS,TUNA TUĞCU,📅 TThTh,⏱️ 112,4 Cr 6 ECTS
CMPE322.01 P.S. 1,OPERATING SYSTEMS P.S.,📅 ThTh,⏱️ 67,,
CMPE343.01,INTRO.TO PROBA.&STATIS.FOR COM.ENGINEERS,İNCİ MELİHA BAYTAŞ,📅 MMT,⏱️ 565,3 Cr 6 ECTS
CMPE343.01 P.S. 1,INTRO.TO PROBA.&STATIS.FOR COM.ENGINEERS P.S.,📅 T,⏱️ 6,,
CMPE344.01,COMPUTER ORGANIZATION,DOĞAN ULUS,📅 MTT,⏱️ 323,4 Cr 6 ECTS
CMPE344.01 LAB 1,COMPUTER ORGANIZATION LAB,📅 FF,⏱️ 34,,
CMPE344.01 LAB 2,COMPUTER ORGANIZATION LAB,📅 FF,⏱️ 67,,
CMPE436.01,CONCURRENT&DISTRIBUTED PROGRAMMING,MEHMET ALPER ŞEN,📅 TThTh,⏱️ 478,3 Cr 6 ECTS
CMPE443.01,PRINCIPLES OF EMBEDDED SYSTEMS DESIGN,ARDA YURDAKUL,📅 WWTh,⏱️ 563,4 Cr 6 ECTS
CMPE443.01 LAB 1,PRINCIPLES OF EMBEDDED SYSTEMS DESIGN LAB,📅 WW,⏱️ 12,,
CMPE443.01 LAB 2,PRINCIPLES OF EMBEDDED SYSTEMS DESIGN LAB,📅 WW,⏱️ 34,,
CMPE443.01 LAB 3,PRINCIPLES OF EMBEDDED SYSTEMS DESIGN LAB,📅 WW,⏱️ 78,,
CMPE443.01 P.S. 1,PRINCIPLES OF EMBEDDED SYSTEMS DESIGN P.S.,📅 Th,⏱️ 4,,
CMPE451.01,PROJECT DEVELOPMENT IN SOFTWARE ENG.,SUZAN ÜSKÜDARLI,📅 T,⏱️ 5,2 Cr 5 ECTS
CMPE451.01 LAB 1,PROJECT DEVELOPMENT IN SOFTWARE ENG. LAB,📅 TT,⏱️ 78,,
CMPE451.02,PROJECT DEVELOPMENT IN SOFTWARE ENG.,SUZAN ÜSKÜDARLI,📅 T,⏱️ 6,2 Cr 5 ECTS
CMPE451.02 LAB 1,PROJECT DEVELOPMENT IN SOFTWARE ENG. LAB,📅 TT,⏱️ 78,,
CMPE475.01,COMPUTER NETWORKS,CEM ERSOY,📅 MMTh,⏱️ 232,3 Cr 6 ECTS
CMPE478.01,PARALLEL PROCESSING,CAN ÖZTURAN,📅 MMF,⏱️ 453,3 Cr 6 ECTS
CMPE480.01,INTRODUCTION TO ARTIFICIAL INTELLIGENCE,EMRE UĞUR,📅 MTT,⏱️ 612,3 Cr 6 ECTS
CMPE481.01,SP.TP.IN DATA ANALYSIS AND VISUALIZATION,BERK GÖKBERK,📅 TThTh,⏱️ 478,3 Cr 10 ECTS
CMPE483.01,SP.TP.BLOCKCHAIN PROGRAMMING,CAN ÖZTURAN,📅 MFF,⏱️ 112,3 Cr 6 ECTS
CMPE48A.01,SP.TP.CLOUD COMPUTING,BAHRİ ATAY ÖZGÖVDE,📅 TThTh,⏱️ 356,3 Cr 6 ECTS
CMPE491.01,SPEC. PROJECT IN COMPUTER ENGINEERING,CAN ÖZTURAN,,,3 Cr 6 ECTS
CMPE492.01,PROJECT,BAHRİ ATAY ÖZGÖVDE,,,4 Cr 8 ECTS
CMPE49F.01,SP.TP.INTRO.TO SATELLITE SPACE NETWORK,FATİH ALAGÖZ,📅 MMTh,⏱️ 568,3 Cr 6 ECTS
CMPE530.01,MATHEMATICAL FUNDAMENTALS OF ARTIFICIAL INTELLIGENCE,SADIK FİKRET GÜRGEN,📅 MMM,⏱️ 234,3 Cr 10 ECTS
CMPE537.01,COMPUTER VISION,LALE AKARUN,📅 ThThTh,⏱️ 234,3 Cr 10 ECTS
CMPE544.01,PATTERN RECOGNITION,BERK GÖKBERK,📅 WWW,⏱️ 678,3 Cr 10 ECTS
CMPE549.01,BIOINFORMATICS,ARZUCAN ÖZGÜR,📅 ThThTh,⏱️ 456,3 Cr 10 ECTS
CMPE561.01,NATURAL LANGUAGE PROCESSING,TUNGA GÜNGÖR,📅 TTT,⏱️ 678,3 Cr 10 ECTS
CMPE567.01,BROADBAND WIRELESS NETWORKS,HÜSEYİN BİRKAN YILMAZ,📅 WWW,⏱️ 345,3 Cr 10 ECTS
CMPE579.01,GRADUATE SEMINAR,DOĞAN ULUS,📅 T,⏱️ 4,0 Cr 1 ECTS
CMPE581.01,SP.TOP:COM.ENG.FOR MOB./WIRELESS NETWORK,FATİH ALAGÖZ,📅 ThThTh,⏱️ 567,3 Cr 10 ECTS
CMPE583.01,SP.TP.EDGE COMPUTING,ÇAĞATAY SÖNMEZ,📅 FFF,⏱️ 678,3 Cr 10 ECTS
CMPE586.01,SP.TP.TRANSFORMER-BASED PRE-TRAINING METHODS IN NATURAL LANG.PROCESSING,ONUR GÜNGÖR,📅 WWW,⏱️ 234,3 Cr 10 ECTS
CMPE588.01,SP.TP.TESTING&VERIFICATION TECH.FOR MACHINE LEARNING,MEHMET ALPER ŞEN,📅 ThThTh,⏱️ 234,3 Cr 10 ECTS
CMPE58C.01,SP.TP.MOBILE LOCATION TRACKING&MOTION SENSING,CAN TUNCA,📅 WWW,⏱️ 678,3 Cr 10 ECTS
CMPE58D.01,SP.TOP.IN CMPE:REQUIREMENTS ENGINEERING,FATMA BAŞAK AYDEMİR,📅 MMM,⏱️ 234,3 Cr 10 ECTS
CMPE58H.01,SP.TOP.CMPE:SOCIAL SEMANTIC WEB,SUZAN ÜSKÜDARLI,📅 ThThTh,⏱️ 678,3 Cr 10 ECTS
CMPE595.01,SP.TOP.IN CMPE:COMPLEXITY THEORY,CEM SAY,📅 TTT,⏱️ 345,3 Cr 10 ECTS
CMPE598.01,SP.TOP.IN CMPE:QUANTUM ALGORITHMS,CEM SAY,📅 ThThTh,⏱️ 345,3 Cr 10 ECTS
CMPE599.01,GUIDED RESEARCH IN MS-I,CEM SAY,📅 MMMMMM,⏱️ 123456,4 Cr 10 ECTS
CMPE599.02,GUIDED RESEARCH IN MS-I,ARDA YURDAKUL,📅 ThThThThThTh,⏱️ 125678,4 Cr 10 ECTS
CMPE599.03,GUIDED RESEARCH IN MS-I,FATİH ALAGÖZ,📅 TTTTTT,⏱️ 123456,4 Cr 10 ECTS
CMPE599.04,GUIDED RESEARCH IN MS-I,FATMA BAŞAK AYDEMİR,📅 TTTTTT,⏱️ 123567,4 Cr 10 ECTS
CMPE599.06,GUIDED RESEARCH IN MS-I,HÜSEYİN BİRKAN YILMAZ,📅 MMMMMM,⏱️ 123456,4 Cr 10 ECTS
CMPE599.07,GUIDED RESEARCH IN MS-I,SUZAN ÜSKÜDARLI,📅 WWWWWW,⏱️ 123456,4 Cr 10 ECTS
CMPE599.08,GUIDED RESEARCH IN MS-I,ÖZLEM DURMAZ İNCEL,📅 TTTTTT,⏱️ 123456,4 Cr 10 ECTS
CMPE599.09,GUIDED RESEARCH IN MS-I,BAHRİ ATAY ÖZGÖVDE,📅 MMMMMM,⏱️ 123456,4 Cr 10 ECTS
CMPE599.10,GUIDED RESEARCH IN MS-I,İNCİ MELİHA BAYTAŞ,📅 FFFFFF,⏱️ 123456,4 Cr 10 ECTS
CMPE599.12,GUIDED RESEARCH IN MS-I,ARZUCAN ÖZGÜR,📅 MMMMMM,⏱️ 123456,4 Cr 10 ECTS
CMPE59A.04,GUIDED RESEARCH IN MS-II,FATMA BAŞAK AYDEMİR,📅 FFFFFF,⏱️ 123567,0 Cr 10 ECTS
CMPE59A.06,GUIDED RESEARCH IN MS-II,HÜSEYİN BİRKAN YILMAZ,📅 FFFFFF,⏱️ 123456,0 Cr 10 ECTS
CMPE59A.07,GUIDED RESEARCH IN MS-II,SUZAN ÜSKÜDARLI,📅 FFFFFF,⏱️ 123567,0 Cr 10 ECTS
CMPE59A.11,GUIDED RESEARCH IN MS-II,EMRE UĞUR,📅 ThThThThThTh,⏱️ 123456,0 Cr 10 ECTS
CMPE690.01,M.S.THESIS,LALE AKARUN,,,0 Cr 60 ECTS
CMPE690.02,M.S.THESIS,FATİH ALAGÖZ,,,0 Cr 60 ECTS
CMPE690.03,M.S.THESIS,FATMA BAŞAK AYDEMİR,,,0 Cr 60 ECTS
CMPE690.04,M.S.THESIS,İNCİ MELİHA BAYTAŞ,,,0 Cr 60 ECTS
CMPE690.05,M.S.THESIS,HALUK BİNGÖL,,,0 Cr 60 ECTS
CMPE690.06,M.S.THESIS,ÖZLEM DURMAZ İNCEL,,,0 Cr 60 ECTS
CMPE690.07,M.S.THESIS,CEM ERSOY,,,0 Cr 60 ECTS
CMPE690.08,M.S.THESIS,BERK GÖKBERK,,,0 Cr 60 ECTS
CMPE690.09,M.S.THESIS,TUNGA GÜNGÖR,,,0 Cr 60 ECTS
CMPE690.10,M.S.THESIS,SADIK FİKRET GÜRGEN,,,0 Cr 60 ECTS
CMPE690.11,M.S.THESIS,BAHRİ ATAY ÖZGÖVDE,,,0 Cr 60 ECTS
CMPE690.12,M.S.THESIS,ARZUCAN ÖZGÜR,,,0 Cr 60 ECTS
CMPE690.13,M.S.THESIS,CAN ÖZTURAN,,,0 Cr 60 ECTS
CMPE690.14,M.S.THESIS,CEM SAY,,,0 Cr 60 ECTS
CMPE690.15,M.S.THESIS,MEHMET ALPER ŞEN,,,0 Cr 60 ECTS
CMPE690.16,M.S.THESIS,TUNA TUĞCU,,,0 Cr 60 ECTS
CMPE690.17,M.S.THESIS,EMRE UĞUR,,,0 Cr 60 ECTS
CMPE690.18,M.S.THESIS,DOĞAN ULUS,,,0 Cr 60 ECTS
CMPE690.19,M.S.THESIS,SUZAN ÜSKÜDARLI,,,0 Cr 60 ECTS
CMPE690.20,M.S.THESIS,HÜSEYİN BİRKAN YILMAZ,,,0 Cr 60 ECTS
CMPE690.21,M.S.THESIS,ARDA YURDAKUL,,,0 Cr 60 ECTS
CMPE699.01,GUIDED RESEARCH IN PhD I,CEM SAY,📅 FFFFFF,⏱️ 123456,4 Cr 10 ECTS
CMPE699.05,GUIDED RESEARCH IN PhD I,TUNGA GÜNGÖR,📅 FFFFFF,⏱️ 123456,4 Cr 10 ECTS
CMPE699.07,GUIDED RESEARCH IN PhD I,ARDA YURDAKUL,📅 MMMMMM,⏱️ 123456,4 Cr 10 ECTS
CMPE699.12,GUIDED RESEARCH IN PhD I,ARZUCAN ÖZGÜR,📅 TTTTTT,⏱️ 123456,4 Cr 10 ECTS
CMPE69A.04,GUIDED RESEARCH IN PhD II,FATİH ALAGÖZ,📅 WWWWWW,⏱️ 123456,0 Cr 10 ECTS
CMPE69A.06,GUIDED RESEARCH IN PhD II,HÜSEYİN BİRKAN YILMAZ,📅 MMTTFF,⏱️ 787878,0 Cr 10 ECTS
CMPE700.01,GRADUATE SEMINAR,DOĞAN ULUS,,,0 Cr 1 ECTS
CMPE790.01,Ph.D.THESIS,LALE AKARUN,,,0 Cr 120 ECTS
CMPE790.02,Ph.D.THESIS,FATİH ALAGÖZ,,,0 Cr 120 ECTS
CMPE790.03,Ph.D.THESIS,FATMA BAŞAK AYDEMİR,,,0 Cr 120 ECTS
CMPE790.04,Ph.D.THESIS,İNCİ MELİHA BAYTAŞ,,,0 Cr 120 ECTS
CMPE790.05,Ph.D.THESIS,HALUK BİNGÖL,,,0 Cr 120 ECTS
CMPE790.06,Ph.D.THESIS,ÖZLEM DURMAZ İNCEL,,,0 Cr 120 ECTS
CMPE790.07,Ph.D.THESIS,CEM ERSOY,,,0 Cr 120 ECTS
CMPE790.08,Ph.D.THESIS,BERK GÖKBERK,,,0 Cr 120 ECTS
CMPE790.09,Ph.D.THESIS,TUNGA GÜNGÖR,,,0 Cr 120 ECTS
CMPE790.10,Ph.D.THESIS,SADIK FİKRET GÜRGEN,,,0 Cr 120 ECTS
CMPE790.11,Ph.D.THESIS,BAHRİ ATAY ÖZGÖVDE,,,0 Cr 120 ECTS
CMPE790.12,Ph.D.THESIS,ARZUCAN ÖZGÜR,,,0 Cr 120 ECTS
CMPE790.13,Ph.D.THESIS,CAN ÖZTURAN,,,0 Cr 120 ECTS
CMPE790.14,Ph.D.THESIS,CEM SAY,,,0 Cr 120 ECTS
CMPE790.15,Ph.D.THESIS,MEHMET ALPER ŞEN,,,0 Cr 120 ECTS
CMPE790.16,Ph.D.THESIS,TUNA TUĞCU,,,0 Cr 120 ECTS
CMPE790.17,Ph.D.THESIS,EMRE UĞUR,,,0 Cr 120 ECTS
CMPE790.18,Ph.D.THESIS,DOĞAN ULUS,,,0 Cr 120 ECTS
CMPE790.19,Ph.D.THESIS,SUZAN ÜSKÜDARLI,,,0 Cr 120 ECTS
CMPE790.20,Ph.D.THESIS,HÜSEYİN BİRKAN YILMAZ,,,0 Cr 120 ECTS
CMPE790.21,Ph.D.THESIS,ARDA YURDAKUL,,,0 Cr 120 ECTS
PE101.01,STEP I,VİLDAN ZAN KİPRİ,📅 T,⏱️ 4,1 Cr 2 ECTS
PE101.02,STEP I,VİLDAN ZAN KİPRİ,📅 T,⏱️ 5,1 Cr 2 ECTS
PE101.03,STEP I,VİLDAN ZAN KİPRİ,📅 Th,⏱️ 4,1 Cr 2 ECTS
PE101.04,STEP I,VİLDAN ZAN KİPRİ,📅 Th,⏱️ 5,1 Cr 2 ECTS
PE103.06,FITNESS I,MUSTAFA EROL,📅 W,⏱️ 4,1 Cr 2 ECTS
PE103.07,FITNESS I,MUSTAFA EROL,📅 W,⏱️ 5,1 Cr 2 ECTS
PE103.08,FITNESS I,MUSTAFA EROL,📅 W,⏱️ 6,1 Cr 2 ECTS
PE103.09,FITNESS I,MUSTAFA EROL,📅 W,⏱️ 7,1 Cr 2 ECTS
PE107.01,YOGA & RELAXATION TECHNIQUES I,TÜLAY KESGİN,📅 M,⏱️ 5,1 Cr 2 ECTS
PE107.02,YOGA & RELAXATION TECHNIQUES I,TÜLAY KESGİN,📅 M,⏱️ 6,1 Cr 2 ECTS
PE107.03,YOGA & RELAXATION TECHNIQUES I,TÜLAY KESGİN,📅 M,⏱️ 7,1 Cr 2 ECTS
PE107.04,YOGA & RELAXATION TECHNIQUES I,TÜLAY KESGİN,📅 W,⏱️ 5,1 Cr 2 ECTS
PE107.05,YOGA & RELAXATION TECHNIQUES I,TÜLAY KESGİN,📅 W,⏱️ 6,1 Cr 2 ECTS
PE107.06,YOGA & RELAXATION TECHNIQUES I,TÜLAY KESGİN,📅 W,⏱️ 7,1 Cr 2 ECTS
PE117.01,BADMINTON I,MEHMET OKTAR,📅 M,⏱️ 3,1 Cr 2 ECTS
PE117.02,BADMINTON I,MEHMET OKTAR,📅 M,⏱️ 4,1 Cr 2 ECTS
PE117.03,BADMINTON I,MEHMET OKTAR,📅 M,⏱️ 5,1 Cr 2 ECTS
PE117.04,BADMINTON I,MEHMET OKTAR,📅 M,⏱️ 6,1 Cr 2 ECTS
PE117.05,BADMINTON I,MEHMET OKTAR,📅 W,⏱️ 5,1 Cr 2 ECTS
PE117.06,BADMINTON I,MEHMET OKTAR,📅 W,⏱️ 6,1 Cr 2 ECTS
PE119.01,BASKETBALL I,BURAK ZÜLFİKAR,📅 T,⏱️ 3,1 Cr 2 ECTS
PE119.02,BASKETBALL I,BURAK ZÜLFİKAR,📅 T,⏱️ 4,1 Cr 2 ECTS
PE119.03,BASKETBALL I,BURAK ZÜLFİKAR,📅 T,⏱️ 5,1 Cr 2 ECTS
PE119.04,BASKETBALL I,BURAK ZÜLFİKAR,📅 Th,⏱️ 6,1 Cr 2 ECTS
PE119.05,BASKETBALL I,BURAK ZÜLFİKAR,📅 Th,⏱️ 7,1 Cr 2 ECTS
PE119.06,BASKETBALL I,BURAK ZÜLFİKAR,📅 Th,⏱️ 8,1 Cr 2 ECTS
PE121.01,SOCCER I,ORHAN YALINTAŞ,📅 M,⏱️ 6,1 Cr 2 ECTS
PE121.02,SOCCER I,ORHAN YALINTAŞ,📅 M,⏱️ 7,1 Cr 2 ECTS
PE121.03,SOCCER I,ORHAN YALINTAŞ,📅 W,⏱️ 6,1 Cr 2 ECTS
PE121.04,SOCCER I,ORHAN YALINTAŞ,📅 W,⏱️ 7,1 Cr 2 ECTS
PE123.01,TENNIS I,ENİS GÜLLER,📅 M,⏱️ 2,1 Cr 2 ECTS
PE123.02,TENNIS I,ENİS GÜLLER,📅 M,⏱️ 3,1 Cr 2 ECTS
PE123.03,TENNIS I,ENİS GÜLLER,📅 M,⏱️ 4,1 Cr 2 ECTS
PE123.04,TENNIS I,ENİS GÜLLER,📅 M,⏱️ 5,1 Cr 2 ECTS
PE123.05,TENNIS I,ENİS GÜLLER,📅 T,⏱️ 2,1 Cr 2 ECTS
PE123.06,TENNIS I,ENİS GÜLLER,📅 T,⏱️ 3,1 Cr 2 ECTS
PE123.07,TENNIS I,ENİS GÜLLER,📅 T,⏱️ 4,1 Cr 2 ECTS
PE123.08,TENNIS I,ENİS GÜLLER,📅 T,⏱️ 5,1 Cr 2 ECTS
PE123.09,TENNIS I,ENİS GÜLLER,📅 W,⏱️ 2,1 Cr 2 ECTS
PE123.10,TENNIS I,ENİS GÜLLER,📅 W,⏱️ 3,1 Cr 2 ECTS
PE123.11,TENNIS I,ENİS GÜLLER,📅 W,⏱️ 4,1 Cr 2 ECTS
PE123.12,TENNIS I,ENİS GÜLLER,📅 W,⏱️ 5,1 Cr 2 ECTS
PE123.13,TENNIS I,ENİS GÜLLER,📅 Th,⏱️ 2,1 Cr 2 ECTS
PE123.14,TENNIS I,ENİS GÜLLER,📅 Th,⏱️ 3,1 Cr 2 ECTS
PE123.15,TENNIS I,ENİS GÜLLER,📅 Th,⏱️ 4,1 Cr 2 ECTS
PE123.16,TENNIS I,ENİS GÜLLER,📅 Th,⏱️ 5,1 Cr 2 ECTS
PE123.17,TENNIS I,ENİS GÜLLER,📅 Th,⏱️ 6,1 Cr 2 ECTS
PE123.18,TENNIS I,ENİS GÜLLER,📅 Th,⏱️ 7,1 Cr 2 ECTS
PE125.01,VOLLEYBALL I,ERCÜMENT PAĞDA,📅 T,⏱️ 5,1 Cr 2 ECTS
PE125.02,VOLLEYBALL I,ERCÜMENT PAĞDA,📅 T,⏱️ 6,1 Cr 2 ECTS
PE125.03,VOLLEYBALL I,HASAN JEYAN ERBEN,📅 T,⏱️ 7,1 Cr 2 ECTS
PE125.04,VOLLEYBALL I,HASAN JEYAN ERBEN,📅 T,⏱️ 8,1 Cr 2 ECTS
PE125.05,VOLLEYBALL I,HASAN JEYAN ERBEN,📅 T,⏱️ 9,1 Cr 2 ECTS
PE125.06,VOLLEYBALL I,ERCÜMENT PAĞDA,📅 Th,⏱️ 5,1 Cr 2 ECTS
PE125.07,VOLLEYBALL I,ERCÜMENT PAĞDA,📅 Th,⏱️ 6,1 Cr 2 ECTS
PE125.08,VOLLEYBALL I,HASAN JEYAN ERBEN,📅 Th,⏱️ 7,1 Cr 2 ECTS
PE125.09,VOLLEYBALL I,HASAN JEYAN ERBEN,📅 Th,⏱️ 8,1 Cr 2 ECTS
PE125.10,VOLLEYBALL I,HASAN JEYAN ERBEN,📅 Th,⏱️ 9,1 Cr 2 ECTS
PE125.11,VOLLEYBALL I,ERCÜMENT PAĞDA,📅 F,⏱️ 5,1 Cr 2 ECTS
PE125.12,VOLLEYBALL I,ERCÜMENT PAĞDA,📅 F,⏱️ 6,1 Cr 2 ECTS
PE129.01,SELF DEFENCE SPORTS I,ENİS MAZHAR TAYMAN,📅 M,⏱️ 7,1 Cr 2 ECTS
PE129.02,SELF DEFENCE SPORTS I,ENİS MAZHAR TAYMAN,📅 M,⏱️ 8,1 Cr 2 ECTS
PE129.03,SELF DEFENCE SPORTS I,ENİS MAZHAR TAYMAN,📅 F,⏱️ 9,1 Cr 2 ECTS
PE129.04,SELF DEFENCE SPORTS I,ENİS MAZHAR TAYMAN,📅 F,⏱️ 10,1 Cr 2 ECTS
PE129.05,SELF DEFENCE SPORTS I,SELAMİ TURGAY,📅 T,⏱️ 6,1 Cr 2 ECTS
PE129.06,SELF DEFENCE SPORTS I,SELAMİ TURGAY,📅 T,⏱️ 7,1 Cr 2 ECTS
PE129.07,SELF DEFENCE SPORTS I,SELAMİ TURGAY,📅 T,⏱️ 8,1 Cr 2 ECTS
PE129.08,SELF DEFENCE SPORTS I,SELAMİ TURGAY,📅 F,⏱️ 1,1 Cr 2 ECTS
PE129.09,SELF DEFENCE SPORTS I,SELAMİ TURGAY,📅 F,⏱️ 2,1 Cr 2 ECTS
PE135.01,ROWING I,MEHMET OKTAR,📅 W,⏱️ 5,1 Cr 2 ECTS
PE135.02,ROWING I,MEHMET OKTAR,📅 W,⏱️ 6,1 Cr 2 ECTS
PE137.01,LATIN-AERO DANCE I,SEZGİ ÇOPUR,📅 W,⏱️ 7,1 Cr 2 ECTS
PE137.02,LATIN-AERO DANCE I,SEZGİ ÇOPUR,📅 W,⏱️ 8,1 Cr 2 ECTS
PE137.03,LATIN-AERO DANCE I,SEZGİ ÇOPUR,📅 W,⏱️ 9,1 Cr 2 ECTS
